word,tran,type,frq,exchange
glinting,"v. （使）闪烁, 闪光( glint的现在分词 )",0,13195,0:glint/1:i/i:glinting
glisten,v. （潮湿或光洁的物体表面反射）闪烁，闪耀,8,21858,p:glistened/i:glistening/3:glistens/d:glistened
glistening,a. 白花花的; 闪亮的; 闪耀的,9,10123,0:glisten/1:i/i:glistening/s:glistenings
glitch,n. 小故障,8,20626,s:glitches
glitter,vi.闪闪发光 n.闪光,4,9863,p:glittered/i:glittering/s:glitters/3:glitters/d:glittered
glittering,"a. 闪闪发光的, 光辉灿烂的, 华丽的, 极好的, 炫耀的",9,6496,0:glitter/1:i/i:glittering/s:glitterings
glittery,"a. 闪光的, 闪烁的",0,20745,
glitz,"n. 闪光, 炫目, 浮华",9,19570,
glitzy,"a. <美><加> 闪光的, 耀眼的, 眩目的",9,17267,t:glitziest/r:glitzier
gloaming,n. 黄昏，薄暮,8,22448,i:gloaming/0:gloaming/1:i
gloat,v. 幸灾乐祸地看，窃喜,8,19971,i:gloating/p:gloated/3:gloats/d:gloated/s:gloats
glob,"n. 一滴,一小滴水珠, (可塑性物质的)一团",0,23836,s:globs
global,"a. 通用的, 全球的, 球形的, 综合的, 普遍的\n[计] 共用",6,2166,
globalism,"n. 全球主义,全球政策",0,24733,
globalization,"n. 全球化, 普及到世界范围",9,20094,
globalize,vt. 使全球化,0,26574,d:globalized/i:globalizing/p:globalized/3:globalizes
globalized,"v. （使）全球化, 全世界化( globalize的过去式和过去分词 )",0,24929,0:globalize/1:d
globally,[计] 全局地,9,14611,
globe,n.地球，世界；地界仪,3,6068,s:globes/p:globed
globular,"a. 球状的, 小球状的, 由小球形成的",9,14804,s:globulars
globule,"n. 小球, 血球, 药丸, 液滴\n[医] 球剂, 血细胞, 小体",0,22846,s:globules
gloom,n. 1. 黑暗，幽暗 2. 忧郁，阴沉,5,5203,s:glooms/p:gloomed/d:gloomed/i:glooming
gloomily,adv. 阴暗地; 阴沉地; 阴郁地; 忧郁地,0,11632,
gloomy,a.黑暗的；令人沮丧的,4,6340,r:gloomier/t:gloomiest/s:gloomies
glorification,n. 美化了的东西,0,18968,
glorified,"a. 变荣耀的, 美其名的",9,14973,0:glorify/1:dp/p:glorified/d:glorified
glorify,"vt. 赞美, 美化, 赞扬, 使辉煌",9,19170,d:glorified/i:glorifying/p:glorified/3:glorifies
glorious,a.光荣的；壮丽的,4,4742,
gloriously,"adv. 辉煌地；光荣地；壮观地, 壮丽地",0,14612,
glory,n.光荣；荣誉的事,3,3637,s:glories/p:gloried/i:glorying/3:glories/d:gloried
gloss,n. 光泽；注解,8,7807,d:glossed/s:glosses/i:glossing/p:glossed/3:glosses
gloss-over,v. 潦草地或敷衍地处理某事,8,26575,
glossary,"n. 专业词典, 术语集, 词表\n[计] 图文集",9,12339,s:glossaries
glossy,"a. 平滑的,有光泽的",7,6443,s:glossies/r:glossier/t:glossiest
glove,n.手套,2,8063,s:gloves/i:gloving
gloved,a. （手）戴着手套的,9,13443,
glow,n.白热光 vi.发白热光,4,5081,p:glowed/i:glowing/3:glows/s:glows/d:glowed
glower,v. 怒目而视,8,22328,p:glowered/i:glowering/s:glowers/d:glowered/3:glowers
glowing,a. 热情赞扬的,8,5782,0:glow/1:i/i:glowing
glucose,n. 葡萄糖,8,6426,
glue,n.胶，胶水 vt.胶合,3,5856,d:glued/p:glued/s:glues/i:gluing/3:glues
glum,"a. 愁闷的, 阴沉的",9,14549,r:glummer/s:glums/t:glummest
glumly,"adv. 忧郁地, 闷闷不乐地; 阴郁地",0,16267,
glut,v./n. 过多；供过于求,8,17268,d:glutted/s:gluts/p:glutted/i:glutting/3:gluts
gluten,"n. 面筋, 麸质\n[化] 谷蛋白; 面筋",0,11994,
gluteus,n. 臀肌\n[医] 臀肌,0,24930,
glutinous,a. 粘的，胶状的,8,19467,
glutton,"n. 暴食者, 酷爱...的人",0,21626,s:gluttons/d:gluttoned
gluttonous,a. 贪吃的，贪嘴的,8,23699,
gluttony,"n. 暴食, 贪食\n[医] 善饥",0,20955,
glycemic,a. 血糖的,0,26576,
glycogen,n. 糖原\n[化] 糖原; 糖元; 牲粉; 动物淀粉,0,20746,
glyph,"[计] 符号, 点符",0,24564,s:glyphs
gnarled,a. （树木）多节的；粗糙的,8,15172,1:pd/0:gnarl
gnarly,"a. 多瘤的, 粗糙的",0,23986,
gnash,v. 咬牙切齿\nn. 咬,0,22711,i:gnashing/p:gnashed/3:gnashes/d:gnashed
gnat,n. 对小事斤斤计较，琐事,8,19784,s:gnats/3:gnats
gnaw,"vt. vi. 咬,啃,侵蚀,折磨",7,20290,i:gnawing/p:gnawed/d:gnawed/3:gnaws/s:gnaws
gnawing,a. 痛苦的，折磨人的,8,15524,0:gnaw/1:i/i:gnawing
gnome,n. 地下宝藏的守护神，地精；格言,8,16534,s:gnomes/p:gnomed
gnomic,a. 格言的，精辟的,8,22712,
gnostic,"[医] 认识的, 感悟的",0,20627,s:gnostics
GNP,国民生产总值\n[经] 国民生产毛额,9,25172,s:gnps
go,vi.去；走；变为,1,106,i:going/p:went/d:gone/3:goes
goad,n. 赶牛棒；v./n. 刺激，激励,8,18551,d:goaded/i:goading/p:goaded/3:goads
goal,n.球门；得分；目的,2,1336,s:goals
goalie,n. 守门员,9,17927,
goalkeeper,n. 守门员,0,26577,s:goalkeepers
goalpost,n. 球门柱,0,26578,s:goalposts
goaltender,n. (=goalkeeper)(足球等运动的)守门员,0,26579,
goat,n.山羊,2,6221,s:goats/d:goat/0:goat/1:d
goatee,n. 山羊胡子,9,22092,
gob,"n. 凝块, 水兵\nvi. 吐, 啐",0,17112,s:gobs/i:gobbing/3:gobs/d:gobbed/p:gobbed
gobble,v. 快速贪婪地吃，狼吞虎咽,8,17625,d:gobbled/i:gobbling/p:gobbled/3:gobbles/s:gobbles
gobbler,n. 雄火鸡,9,24734,
goblet,n. 高脚酒杯,8,14087,s:goblets
goblin,n. 小妖精,9,7916,s:goblins
God,n.神，神像；上帝,3,371,s:gods
goddam,"a. （受）诅咒的, 讨厌的",9,19468,
goddammit,"int. <口>该死, 要命（表示愤怒、不满、困惑、惊讶等）",0,23700,
goddamn,"a. 该死的, 完全的, 十足的, 讨厌的",9,19878,s:goddamns
goddamned,"a. 该死的, 完全的, 十足的, 讨厌的",9,21747,
goddess,"n. 女神, 美女, 受崇拜的女性",9,6576,s:goddesses
godfather,n. 教父 vt. 当教父,9,12087,s:godfathers
godforsaken,"a. 被上帝抛弃的, 堕落的, 邪恶的, 倒霉的, 凄凉的, 荒凉的",0,26580,
godless,"a. 不信神的, 无神论者的, 罪恶的, 邪恶的",0,20414,
godlike,"a. 似神的, 庄严的",0,22199,
godly,"a. 敬神的, 虔诚的, 神的",0,15525,
godmother,"n. 教母, 女监护人",9,12801,s:godmothers
godsend,"n. 意外的幸运机会, 意外地来得正好的事物, 天赐",0,26581,
goer,"n. 离去的游人(或客人), 走动的东西",0,17043,s:goers/i:goering
goggle,n. 护目镜；v. 睁眼看,8,20747,s:goggles/p:goggled/i:goggling/3:goggles/d:goggled
going,"n. 去, 离去, 工作情况, 地面状况, 行为 a. 进行中的, 流行的, 成功的, 现存的",9,131,0:go/1:i/s:goings/i:going
goiter,n. 甲状腺肿\n[医] 甲状腺肿,0,26582,
gold,n.金；钱财 a.金制的,2,1085,s:golds/i:golding
gold medal,[计] 金牌,3,26583,
goldbrick,v. 逃避责任，偷懒,8,26584,i:goldbricking/p:goldbricked/3:goldbricks/d:goldbricked/f:goldbricks
golden,a.金色的；极好的,3,2023,
goldenrod,n. 一种黄花属植物,0,23438,
goldfish,n. 金鱼,3,26585,s:goldfishes
goldsmith,n. 金匠,0,26586,s:goldsmiths
golem,n. 机器人,0,22972,
golf,n.高尔夫球,2,2183,s:golfs/i:golfing/p:golfed/3:golfs/d:golfed
golfer,n. 打高尔夫球的人,9,8595,s:golfers
golfing,n. 打高尔夫球\nvi. 打高尔夫球(golf的ing形式),9,10140,0:golf/i:golfing
golly,"n. 神\ninterj. 呀, 天哪, 发誓",0,17404,
gondola,"n. 狭长小船, 两头尖的平底船, 吊监, 吊舱, 无盖货车",9,15756,s:gondolas
goner,"n. 已死者, 无法挽救的人",0,22200,s:goners
gong,n. 锣,8,14550,s:gongs/i:gonging/f:gongs
gonorrhea,n. 淋病\n[医] 淋病,0,24931,
goo,"n. 粘性物, 过分多情",9,16535,s:goos/i:gooing
good,a.好的；有本事的,1,112,t:best/r:better
good-bye,"interj. 再见, 再会\nn. 告别",2,26587,s:good-byes
good-looking,"a. 相貌好看的, 吸引人的",9,26588,
good-natured,"a. 脾气好的, 和蔼的, 温厚的",9,26589,
goodby,int. 再见（等于goodbye）,6,26590,
goodbye,int.再见，再会,1,4011,s:goodbyes
goodies,"n. 特别吸引人的东西, 糖果, 好吃的东西, 美味的食品, 令人愉快的东西",9,10723,0:goody/1:s
goodly,"a. 漂亮的, 颇大的, 不错的, 好的, 讨人喜欢的",0,19676,
goodness,n.优良，德性，仁慈,2,3949,
goodnight,int. 晚安; 再见,9,26591,s:goodnights
goods,n.货物，商品,3,858,s:goods/0:goods/1:s
goodwill,n. 友好，好意,8,26592,
goody,"n. 身分低微之老妇, 糖果, 姥姥\na. 感伤的, 伪善的\ninterj. 太好了",0,9956,s:goodies
gooey,"a. 胶粘的, 自作多情的 n. 胶粘物, 性格软弱的人",9,19785,
goof,v. 犯错误；消磨时间,8,23701,i:goofing/d:goofed/p:goofed/3:goofs
goofball,"n. 催眠药片, 兴奋剂, 镇静剂, 神经失常的人, 怪人",0,26593,
goofy,"a. 愚笨的, 傻瓜的",9,20748,
goon,"n. 受雇暴徒, 愚笨者, 呆子",9,20192,s:goons/d:gooned
goose,n.鹅，雌鹅,2,6819,s:geese/d:goosed/p:goosed/i:goosing/3:gooses
gooseberry,"n. 醋栗, 醋栗酒",0,17842,s:gooseberries
gop,abbr. 大老党（美国共和党的别称）（Grand Old Party）；地面观测站（Ground Observation Post）,9,26594,
Gopher,[计] 信息检索工具,0,23922,s:gophers
gore,"n. 流出的血, 淤血, 三角形布\nvt. 把...剪成楔形三角布, 缝以补裆, 刺伤, 抵",0,8248,s:gores/d:gored/i:goring/p:gored/3:gores
gorge,"n. 峡谷, 凹槽, 塞饱, 咽喉\nvi. 狼吞虎咽\nvt. 塞饱, 狼吞虎咽地吃",9,8820,s:gorges/i:gorging/d:gorged/p:gorged/3:gorges
gorgeous,adj. 1. 异常漂亮的，壮丽的 2. 令人愉快的,5,6577,
gorgeously,adv. 华美地；辉煌地,0,22201,
Gorgonzola,n. 戈尔根朱勒干酪,0,23387,s:gorgonzolas
gorilla,n. 大猩猩,7,13565,s:gorillas
gormandize,v. 拼命吃，贪吃,8,26595,i:gormandizing/p:gormandized/3:gormandizes/d:gormandized
gory,"a. 血淋淋的, 满是血的, 血污的",9,17189,r:gorier
gosh,"interj. 唉, 天啊, 天哪",9,26596,
gosling,n. 小鹅；年轻无知的人,8,18272,s:goslings
gospel,"n. 福音, 信仰, 真理",9,4788,s:gospels
gossamer,n. 蛛丝；薄纱；a. 轻而薄的,8,19571,
gossip,v. 闲聊 n. 1. 闲谈，聊天，流言蜚语 2. 喜欢拨弄是非的人,5,4905,i:gossiping/s:gossips/3:gossips/p:gossipped/d:gossipped
goth,"n. 哥特人, 野蛮人, 粗野的人",0,26597,s:goths
gothic,"n. 哥特风格\na. 哥特式的, 野蛮的",9,4361,
gouache,n. 树胶水彩画；水粉画；水粉颜料,0,15227,
gouge,n. 半圆凿；v. （用利器或手从物体表面）挖出；骗钱，敲竹杠,8,18638,p:gouged/s:gouges/i:gouging/d:gouged/3:gouges
gourd,n. 葫芦,7,21748,s:gourds
gourmand,n. （贬）嗜食者,8,24263,s:gourmands
gourmet,n. 美食家,8,14088,s:gourmets
gout,"n. 味, 趣味, 嗜好, 痛风, 麦秆病, 一滴, 一团\n[医] 痛风",0,18004,s:gouts/p:gouted
govern,vt.统治，治理；支配,3,6780,d:governed/i:governing/3:governs/p:governed
governance,n. 统治，支配,8,12119,s:governances
governess,n. 女家庭教师,0,12399,s:governesses/i:governessing
governing,"[计] 调节, 控制",9,3262,0:govern/1:i/i:governing
government,n.政府；治理；政治,2,134,s:governments
governmental,"a. 政府的, 统治的, 政治上的",9,5242,
governor,n.州长；主管人员,4,2750,s:governors
governorship,n. 统治者的职位/任期,9,17113,s:governorships
gown,n.长袍，长外衣,3,4888,s:gowns/i:gowning/p:gowned/3:gowns/d:gowned
grab,"n. 抓握, 掠夺, 强占, 东方沿岸帆船\nvi. 抓取, 抢去\nvt. 攫取, 捕获, 霸占",6,5143,p:grabbed/i:grabbing/d:grabbed/3:grabs/s:grabs
grabber,"n. 贪心者, 强夺者, 强取者\n[计] 爪钩",0,22449,s:grabbers
grace,n.优美，文雅；雅致,4,2781,d:graced/s:graces/p:graced/i:gracing/3:graces
graceful,a.优美的，优雅的,4,7907,
gracefully,adv. 优雅地；温文地,9,11339,
graceless,"a. 不知礼的, 不知耻的, 粗野的\n[法] 堕落的, 道德败坏的, 邪恶的",0,21749,
gracile,a. 细弱的，纤细优美的,8,26598,
gracious,a.有礼貌的；仁慈的,4,7944,
graciously,adv. 和蔼地；仁慈地；雅致地,9,14354,
graciousness,"n. 亲切, 和蔼；好心",0,21859,
grad,n. 毕业生; 校友,9,23439,s:grads
gradation,n. 渐变；阶段，等级,8,16659,s:gradations
grade,vt.给…分等级 n.等级,2,2684,s:grades/d:graded/p:graded/i:grading/3:grades
graded,a. 分等级的；按年级分的,0,7448,0:grade/1:dp/p:graded/d:graded
grader,"n. 把东西分类别的人/机器, 平路机, 推土机",9,23440,s:graders
gradient,n. 梯度,7,6836,s:gradients
grading,"[经] 分级, 归类",9,9051,0:grade/1:i/i:grading/s:gradings
gradual,a.逐渐的；渐进的,4,4810,
gradually,ad.逐渐地，逐步地,2,2137,
graduate,n.毕业生 vi.大学毕业,2,4381,s:graduates/p:graduated/i:graduating/d:graduated/3:graduates
graduated,a. 按等级（高度，困难等）分的,8,7115,0:graduate/1:pd/p:graduated/d:graduated
graduation,"n. 毕业, 得学位, 分划, 刻度, 分等级\n[医] 刻度, 分度, 毕业",3,12275,s:graduations
graffiti,n. 墙上乱写乱画的东西,9,10700,i:graffitiing
graft,v./n. 嫁接；贪污,8,11161,d:grafted/p:grafted/s:grafts/i:grafting/3:grafts
grafting,"n. 嫁接法, 移植法\n[医] 移植[术], 嫁接",0,14926,0:graft/1:i/i:grafting/s:graftings
grail,n. 长期以来梦寐以求的东西,0,14805,s:grails
grain,n.谷物，谷粒；颗粒,3,3310,s:grains/d:grained/p:grained/i:graining/3:grains
grainy,"a. 有纹理的, 粒状的, 多粒的, 木纹状的",9,19066,r:grainier
gram,"n. 克, 绿豆, 鹰嘴豆\n[医] 克",3,9549,s:grams
grammar,n.语法；语法书,2,2775,s:grammars
grammatical,a.语法上的,4,4916,
grammatically,adv. 符合语法规则地,0,14661,
gramme,n.克(重量单位),4,23084,s:grammes
Grammy,n. 格兰密唱片奖,9,21469,s:grammys
gramophone,n. 留声机,0,11134,s:gramophones
gran,"n. 外祖母, 祖母, 老奶奶",0,6546,s:grans
granary,n. 谷仓，粮仓,8,17269,s:granaries
grand,a.宏伟的；重大的,2,1461,r:grander/t:grandest/s:grands
grandchild,"n. 孙, 外孙女, 外孙, 孙女, 孙子",2,14751,
granddad,"爷爷, 老太爷, 外公",0,9420,s:granddads
granddaddy,"n. <非正>祖师爷, 老祖宗； 爷爷, 祖父",0,26599,
granddaughter,n.孙女，外孙女,2,10674,s:granddaughters
grandeur,n. 壮丽，伟大,8,8936,s:grandeurs
grandfather,n.祖父；外祖父,1,3761,s:grandfathers
grandiose,a. （贬）大而宏伟的；夸大的,8,10594,
grandkid,n. （外）孙; （外）孙女,9,26600,s:grandkids
grandly,"adv. 宏伟地, 盛大地",0,16067,
grandma,"n. 奶奶, 外婆",1,7407,s:grandmas
grandmama,"n. 奶奶, 外祖母",0,26601,
grandmaster, 大师（最高棋手等的称号）,0,26602,s:grandmasters
grandmother,n.祖母，外祖母,1,4068,s:grandmothers
grandpa,"n. 爷爷, 老太爷, 外公",1,13336,s:grandpas
grandparent,n. 祖父母,2,17692,s:grandparents
grandparents,n. 外祖父母；祖父母（grandparent的复数）,2,6837,0:grandparent/1:s
grandson,n.孙子，外孙子,2,6503,s:grandsons
grandstand,n. 大看台；v. 哗众取宠（为博取观众喝彩而卖弄）,8,13728,s:grandstands/i:grandstanding/p:grandstanded/3:grandstands/d:grandstanded
granite,n. 花岗岩,7,6696,s:granites
granny,"n. 奶奶, 老奶奶, 老婆婆, 外婆, 婆婆妈妈的人, 唠叨挑剔的人, 接生婆",2,6515,s:grannies
granola,n. （早餐营养食品）格兰诺拉燕麦卷,9,26603,
grant,n.授给物 vt.授予,4,1098,d:granted/s:grants/p:granted/i:granting/3:grants
grantee,"n. 受让人, 被授予人\n[经] 受让人, 被授与者",0,26604,s:grantees
granting,v. （退一步）承认( grant的现在分词 ); （尤指正式地或法律上）同意; 准许; 让渡,9,6037,0:grant/1:i/i:granting
granular,a. 粒状的,7,17270,
granulate,v. 使成颗粒状,8,24932,p:granulated/d:granulated/i:granulating/3:granulates
granulated,"a. 成颗粒的, 细粒的",0,18552,0:granulate/d:granulated/p:granulated/i:granulating/3:granulates/s:granulates
granulation,"n. 使成粒状, 粗糙\n[医] 肉芽, 肉芽发生, 制粒法(片剂),[颗]粒",0,20291,s:granulations
granule,n. 小粒，微粒,8,17190,s:granules
grape,n.葡萄；葡萄藤,2,9534,s:grapes
grapefruit,n. 葡萄柚,9,13904,s:grapefruits
grapevine,"n. 葡萄藤, 葡萄树; 传闻, 小道消息",9,26605,s:grapevines
graph,n.(曲线)图，图表,3,4811,s:graphs/i:graphing/p:graphed/3:graphs/d:graphed
graphic,adj. 1. 生动的，详细的 2. 图的，图解的 3. 书写的,5,5583,
graphical,"a. 图的, 记录的, 图示的",9,6326,
graphically,"adv. 生动地, 活灵活现地, (正式)用图表表示, 以图显示",9,10645,
graphite,n. 石墨,8,11070,s:graphites
grapple,"v. 抓住, 掌握 n. 抓住, 系紧, 掌握, 与...扭打",9,14089,i:grappling/p:grappled/d:grappled/3:grapples/s:grapples
grappling,"=grapnel grappling iron (打捞用的)抓机, 爪钩",0,14355,0:grapple/1:i/i:grappling/s:grapplings
grasp,vt.抓紧；掌握 n.抓,3,3828,p:grasped/d:grasped/i:grasping/3:grasps
grasping,a. 贪心的，贪婪的,8,9124,0:grasp/1:i/i:grasping
grass,n.草；牧草；草地,1,1885,s:grasses/p:grassed/d:grassed/i:grassing/3:grasses
grass-roots,"a. 一般民众的, 基层的, 基层群众, 农业区(企业的)",9,26606,0:grass-roots/s:grass-roots
grasshopper,"n. 蚱蜢, 蝗虫",9,19366,s:grasshoppers/p:grasshoppered
grassland,"n. 牧草地, 草原",9,26607,s:grasslands
grassy,"a. 草绿色的, 象草的, 长满草的",9,9322,s:grassies/t:grassiest/r:grassier
grate,v. 发出“吱嘎”声；磨碎；使人烦躁,8,10161,p:grated/i:grating/s:grates/3:grates/d:grated
grated,"a. 有格栅的, 有炉格的",9,7926,0:grate/1:pd/p:grated
grateful,a.感激的；令人愉快的,2,2672,
gratefully,adv. 感激地,9,8713,
grater,"n. 磨擦者, 磨光机, 粗齿木锉\n[医] 锉屑器, 锉刀",0,20956,s:graters
gratification,n. 满足，喜悦,8,12300,s:gratifications
gratified,"v. 使高兴, 使满意( gratify的过去式和过去分词 )",0,13849,0:gratify/1:dp/d:gratified/p:gratified
gratify,vt. 使满足,7,20628,d:gratified/p:gratified/i:gratifying/3:gratifies
gratifying,"a. 悦人的, 令人满足的",9,12465,0:gratify/i:gratifying/3:gratifies/d:gratified/p:gratified
gratin,"[法]在食物上涂面包和干酪屑的烹调法, 表面有一层焦黄面包和干酪屑的食物, 焦黄面包和干酪屑涂层",0,22329,
grating,a. （声音）刺耳的；恼人的,8,12505,0:grate/1:i/s:gratings/i:grating
gratis,a. 不付款的，免费的,8,21974,
gratitude,a.感激，感谢，感恩,4,5817,
gratuitous,"a. 免费的,无理由的",7,13690,
gratuitously,adv. 不必要地；无缘无故地；无偿地；平白地,0,19572,
gratuity,n. 赏钱，小费,8,21750,s:gratuities
grave,n.坟墓 a.严重的,4,3008,s:graves/t:gravest/r:graver/i:graving/p:graven/3:graves/d:graven
gravedigger,"n. 挖墓者, 埋葬虫",0,26608,s:gravediggers
gravel,n. 沙砾，砾石,7,4392,s:gravels/i:gravelling/p:gravelled/3:gravels/d:gravelled
gravelly,"a. 多碎石的, 铺有碎石的, 碎石构成的",0,18173,
gravely,"adv. 重大地, 严肃地, 庄重地",9,9523,
graveside,n. 坟墓边,0,26609,
gravesite,n. 墓地；死网,0,26610,
gravestone,"n. 墓石, 墓碑",9,26611,s:gravestones
graveyard,n. 墓地,9,26612,s:graveyards
gravitate,v. 被强烈地吸引,8,20415,p:gravitated/i:gravitating/d:gravitated/3:gravitates/s:gravitates
gravitation,"n. 引力, 重力, 沉下\n[化] 引力",0,18719,s:gravitations
gravitational,a. 重力的，万有引力的,7,6654,
gravitationally,adv. gravitational（万有引力的）的变形,0,26613,
gravity,n.重力，引力；严重性,3,4345,s:gravities
gravy,"n. 肉汁, 外快",9,10067,s:gravies
gray,a.灰色的 n.灰色,4,4643,s:grays/i:graying/p:grayed/3:grays/d:grayed
graying,[化] 泛灰; 泛灰色,0,24264,0:gray/1:i
grayish,"a. 浅灰色的, 微带灰色的",0,26614,
grayness,"n. 灰色, 阴暗",0,26615,
graywater,n. <美>可再利用废水,0,26616,
graze,v. (动物)吃草，放牧,5,12644,i:grazing/d:grazed/p:grazed/3:grazes/s:grazes
grazing,n. 放牧; 牧草,7,5698,0:graze/1:i/i:grazing/s:grazings
grease,n. 动物脂，脂肪，润滑脂 v. 涂油脂于，用油脂润滑，使润滑,5,7663,p:greased/i:greasing/d:greased/s:greases/3:greases
greased,a. 灌足酒的；患踵炎症的；醉的；加过润滑脂的,9,14356,0:grease/1:pd/p:greased/d:greased
greasy,"a. 油腻的, 含脂肪多的",9,8178,t:greasiest/r:greasier
great,a.大的；伟大的,1,172,r:greater/t:greatest/s:greats
great-grandfather,n. 曾祖父,9,26617,
